lemma	pos	meaning	freq_estimate	source
insquequo	ADV		1	whitaker
inst	inst		1	whitaker
instabil	instabil		1	whitaker
instans	instant		1	whitaker
instanter	instantius		1	whitaker
instanti	instanti		1	whitaker
instar	N		1	whitaker
instaur	instaur		1	whitaker
instauratio	instauration		1	whitaker
instaurativ	instaurativ		1	whitaker
instern	instern		1	whitaker
instig	instig		1	whitaker
instill	instill		1	whitaker
instimul	instimul		1	whitaker
instinct	instinct		2	whitaker
instinctor	instinctor		1	whitaker
instit	instit		1	whitaker
institio	instition		1	whitaker
institor	institor		1	whitaker
institori	institori		3	whitaker
institu	institu		1	whitaker
institut	institut		1	whitaker
institutio	institution		1	whitaker
institutional	institutional		1	whitaker
institutor	institutor		1	whitaker
instrenu	instrenu		1	whitaker
instrep	instrep		1	whitaker
instru	instru		1	whitaker
instruct	instruct		2	whitaker
instructiv	instructiv		1	whitaker
instructor	instructor		1	whitaker
instrument	instrument		1	whitaker
instrumental	instrumental		1	whitaker
insu	insu		1	whitaker
insuadibil	insuadibil		1	whitaker
insuav	insuav		1	whitaker
insubid	insubid		1	whitaker
insud	insud		1	whitaker
insuefact	insuefact		1	whitaker
insuesc	insuesc		1	whitaker
insuet	insuet		1	whitaker
insufficiens	insufficient		1	whitaker
insufficienti	insufficienti		1	whitaker
insuffl	insuffl		1	whitaker
insufl	insufl		1	whitaker
insul	insul		1	whitaker
insulan	insulan		1	whitaker
insuli	insul		1	whitaker
insulin	insulin		1	whitaker
insuls	insuls		1	whitaker
insulsitas	insulsitat		1	whitaker
insult	insult		4	whitaker
insultatio	insultation		1	whitaker
insultuos	insultuos		1	whitaker
insum	insum		1	whitaker
insup	insup		1	whitaker
insuper	ADV		2	whitaker
insuperabil	insuperabil		1	whitaker
insurg	insurg		1	whitaker
insusurr	insusurr		1	whitaker
intabesc	intabesc		1	whitaker
intact	intact		1	whitaker
intaminabil	intaminabil		1	whitaker
intaminat	intaminat		1	whitaker
intantum	ADV		1	whitaker
intect	intect		1	whitaker
integ	integ		1	whitaker
integell	integell		1	whitaker
integer	integr		2	whitaker
integr	integr		1	whitaker
integral	integral		1	whitaker
integrale	integral		1	whitaker
integrasc	integrasc		1	whitaker
integratio	integration		1	whitaker
integre	integrius		1	whitaker
integrism	integrism		1	whitaker
integrist	integrist		1	whitaker
integritas	integritat		1	whitaker
integument	integument		1	whitaker
intellect	intellect		1	whitaker
intellectibil	intellectibil		1	whitaker
intellectual	intellectual		1	whitaker
intellectualiter	ADV		1	whitaker
intelleg	intelleg		2	whitaker
intellegens	intellegent		1	whitaker
intellegenti	intellegenti		1	whitaker
intellegibil	intellegibil		1	whitaker
intellig	intellig		1	whitaker
intelligenti	intelligenti		1	whitaker
intemerat	intemerat		1	whitaker
intemperans	intemperant		1	whitaker
intemperanter	intemperantius		1	whitaker
intemperanti	intemperanti		2	whitaker
intemperat	intemperat		1	whitaker
intemperate	intemperatius		1	whitaker
intemperi	intemperi		2	whitaker
intempest	intempest		1	whitaker
intempestiv	intempestiv		1	whitaker
intemptat	intemptat		1	whitaker
intend	intend		1	whitaker
intens	intens		1	whitaker
intensio	intension		1	whitaker
intensitas	intensitat		1	whitaker
intensiv	intensiv		1	whitaker
intent	intent		2	whitaker
intente	intentius		1	whitaker
intentio	intention		2	whitaker
intentional	intentional		1	whitaker
intentionaliter	ADV		1	whitaker
intep	intep		1	whitaker
intepesc	intepesc		1	whitaker
inter	PREP	inter se => to each other, mutually	1	whitaker
interactio	interaction		1	whitaker
interament	interament		1	whitaker
interane	interane		2	whitaker
intercal	intercal		1	whitaker
intercalari	intercalari		1	whitaker
intercapedo	intercapedin		1	whitaker
interced	interced		1	whitaker
interceptor	interceptor		1	whitaker
intercessio	intercession		1	whitaker
intercessor	intercessor		1	whitaker
intercid	intercid		2	whitaker
intercin	intercin		1	whitaker
intercipi	intercip		1	whitaker
interclud	interclud		1	whitaker
intercolumni	intercolumni		1	whitaker
intercurs	intercurs		2	whitaker
intercus	intercut	w/aqua => dropsy	1	whitaker
interdic	interdic		1	whitaker
interdict	interdict		1	whitaker
interdie	ADV		1	whitaker
interdiu	ADV		1	whitaker
interdius	ADV		1	whitaker
interduct	interduct		1	whitaker
interdum	ADV		1	whitaker
intere	interi		1	whitaker
interea	ADV		1	whitaker
interem	interem		1	whitaker
interequit	interequit		1	whitaker
interf	interf		1	whitaker
interfectio	interfection		1	whitaker
interfector	interfector		1	whitaker
interfectrix	interfectric		1	whitaker
interfi	interf		1	whitaker
interfici	interfic		1	whitaker
interflu	interflu		1	whitaker
interfulgens	interfulgent		1	whitaker
interfus	interfus		1	whitaker
intergeriv	intergeriv		1	whitaker
interi	ADJ		1	whitaker
interibi	ADV		1	whitaker
interici	interic		1	whitaker
interim	ADV		2	whitaker
interimistic	interimistic		1	whitaker
interior	interior		1	whitaker
interit	interit		1	whitaker
interjac	interjac		1	whitaker
interjaci	interjac		1	whitaker
interject	interject		1	whitaker
interjectio	interjection		1	whitaker
interjici	interjic		1	whitaker
interlab	interlab		1	whitaker
interlaqueat	interlaqueat		1	whitaker
interlin	interlin		1	whitaker
interloqu	interloqu		1	whitaker
interlu	interlu		1	whitaker
interluc	interluc		1	whitaker
interlud	interlud		1	whitaker
interludi	interludi		1	whitaker
interluni	interluni		1	whitaker
interme	interme		1	whitaker
intermedi	intermedi		1	whitaker
intermenstru	intermenstru		2	whitaker
intermic	intermic		1	whitaker
intermin	intermin		1	whitaker
interminabil	interminabil		1	whitaker
interminabiliter	ADV		1	whitaker
interminat	interminat		1	whitaker
intermisc	intermisc		1	whitaker
intermissio	intermission		1	whitaker
intermitt	intermitt		1	whitaker
intermori	intermor		1	whitaker
intermural	intermural		1	whitaker
intern	intern		1	whitaker
internasc	internasc		1	whitaker
internat	internat		1	whitaker
international	international		1	whitaker
internecin	internecin		1	whitaker
internecio	internecion		1	whitaker
interneciv	interneciv		1	whitaker
internicio	internicion		1	whitaker
interniciv	interniciv		1	whitaker
internist	internist		1	whitaker
internit	internit		1	whitaker
internodi	internodi		1	whitaker
internosc	internosc		1	whitaker
internunti	internunti		2	whitaker
interordini	interordini		1	whitaker
interpell	interpell		1	whitaker
interpellatio	interpellation		1	whitaker
interpol	interpol		1	whitaker
interpon	interpon		1	whitaker
interpositio	interposition		1	whitaker
interpres	interpret		1	whitaker
interpret	interpret		3	whitaker
interpretament	interpretament		1	whitaker
interpretatio	interpretation		1	whitaker
interpunct	interpunct		1	whitaker
interpunctio	interpunction		1	whitaker
interquiesc	interquiesc		1	whitaker
interrad	interrad		1	whitaker
interrasil	interrasil		1	whitaker
interregn	interregn		1	whitaker
interrete	interret		1	whitaker
interretial	interretial		1	whitaker
interretiari	interretiari		1	whitaker
interrex	interreg		1	whitaker
interrit	interrit		1	whitaker
interrivatio	interrivation		1	whitaker
interrog	interrog		1	whitaker
interrogatio	interrogation		1	whitaker
interrogatiuncul	interrogatiuncul		1	whitaker
interrump	interrump		1	whitaker
interruptio	interruption		1	whitaker
inters	inter		2	whitaker
intersaepi	intersaep		1	whitaker
interscind	interscind		1	whitaker
intersec	intersec		1	whitaker
interser	interser		1	whitaker
intersit	intersit		1	whitaker
interspers	interspers		1	whitaker
interspir	interspir		1	whitaker
interspiratio	interspiration		1	whitaker
interstinct	interstinct		1	whitaker
interstingu	interstingu		1	whitaker
interstiti	interstiti		1	whitaker
interstitio	interstition		1	whitaker
intertext	intertext		1	whitaker
intertributio	intertribution		1	whitaker
intertrigo	intertrigin		1	whitaker
intertriment	intertriment		1	whitaker
interul	interul		2	whitaker
interusuri	interusuri		1	whitaker
intervall	intervall		2	whitaker
intervallat	intervallat		1	whitaker
interveni	interven		2	whitaker
intervent	intervent		1	whitaker
intervert	intervert		1	whitaker
intervis	intervis		1	whitaker
intervol	intervol		1	whitaker
intestabil	intestabil		1	whitaker
intestat	intestat		1	whitaker
intestin	intestin		2	whitaker
intex	intex		1	whitaker
inthroniz	inthroniz		1	whitaker
inthronizatio	inthronization		1	whitaker
inti	ADJ		1	whitaker
intib	intib		2	whitaker
intim	intim		1	whitaker
intime	ADV		1	whitaker
inting	inting		1	whitaker
intingu	intingu		1	whitaker
intitubabil	intitubabil		1	whitaker
intitul	intitul		1	whitaker
intolerabil	intolerabil		1	whitaker
intolerand	intolerand		1	whitaker
intolerans	intolerant		1	whitaker
intoleranter	intolerantius		1	whitaker
intoleranti	intoleranti		1	whitaker
inton	inton		2	whitaker
intons	intons		1	whitaker
intorqu	intorqu		1	whitaker
intr	intr		1	whitaker
intra	PREP		2	whitaker
intractabil	intractabil		1	whitaker
intractat	intractat		1	whitaker
intramuran	intramuran		1	whitaker
intransmeabil	intransmeabil		1	whitaker
intransmutabil	intransmutabil		2	whitaker
intrem	intrem		1	whitaker
intremisc	intremisc		1	whitaker
intrepid	intrepid		1	whitaker
intributio	intribution		1	whitaker
intric	intric		1	whitaker
intricat	intricat		1	whitaker
intrinsec	intrinsec		1	whitaker
intrinsecus	ADV		1	whitaker
intrit	intrit		1	whitaker
intro	ADV		1	whitaker
introced	introced		1	whitaker
introduc	introduc		1	whitaker
introductio	introduction		1	whitaker
introe	introi		1	whitaker
introgredi	introgred		1	whitaker
introit	introit		1	whitaker
intromitt	intromitt		1	whitaker
introrsum	ADV		1	whitaker
introrsus	ADV		1	whitaker
introrump	introrump		1	whitaker
introspici	introspic		1	whitaker
introsum	ADV		1	whitaker
introsus	ADV		1	whitaker
introversio	introversion		1	whitaker
intrusio	intrusion		1	whitaker
intrusor	intrusor		1	whitaker
intu	intu		2	whitaker
intub	intub		2	whitaker
intuitiv	intuitiv		1	whitaker
intuitive	ADV		1	whitaker
intum	intum		1	whitaker
intumesc	intumesc		1	whitaker
intumulat	intumulat		1	whitaker
inturbid	inturbid		1	whitaker
intus	ADV		1	whitaker
intut	intut		1	whitaker
inul	inul		1	whitaker
inult	inult		1	whitaker
inumbr	inumbr		1	whitaker
inund	inund		1	whitaker
inundatio	inundation		1	whitaker
inung	inung		1	whitaker
inungu	inungu		1	whitaker
inur	inur		3	whitaker
inurban	inurban		1	whitaker
inusitat	inusitat		1	whitaker
inusitate	inusitatius		1	whitaker
inust	inust		2	whitaker
inutil	inutil		1	whitaker
inutiliter	inutilius		1	whitaker
invad	invad		1	whitaker
invalesc	invalesc		1	whitaker
invaletudo	invaletudin		1	whitaker
invalid	invalid		1	whitaker
invasio	invasion		1	whitaker
inveh	inveh		1	whitaker
invendit	invendit		1	whitaker
inveni	inven		1	whitaker
invent	invent		1	whitaker
inventari	inventari		1	whitaker
inventio	invention		1	whitaker
inventor	inventor		1	whitaker
inventrix	inventric		1	whitaker
invenust	invenust		1	whitaker
inverecund	inverecund		1	whitaker
inverecundi	inverecundi		1	whitaker
inverg	inverg		1	whitaker
invert	invert		1	whitaker
invertibilitas	invertibilitat		1	whitaker
invest	invest		1	whitaker
investi	invest		1	whitaker
investig	investig		1	whitaker
investigabil	investigabil		2	whitaker
investigatio	investigation		1	whitaker
inveter	inveter		1	whitaker
inveterasc	inveterasc		1	whitaker
inveterat	inveterat		1	whitaker
inveteratio	inveteration		1	whitaker
invi	invi		1	whitaker
invicem	ADV	ab invicem => from one another	1	whitaker
invict	invict		2	whitaker
invid	invid		2	whitaker
invidend	invidend		1	whitaker
invidens	invident		1	whitaker
invidenti	invidenti		1	whitaker
invidi	invidi		1	whitaker
invidios	invidios		1	whitaker
invidiose	invidiosius		1	whitaker
invigil	invigil		1	whitaker
invincibil	invincibil		1	whitaker
invincibiliter	ADV		1	whitaker
inviola	inviola		1	whitaker
inviolabil	inviolabil		1	whitaker
inviolat	inviolat		1	whitaker
inviolate	ADV		1	whitaker
invis	invis		2	whitaker
invisibil	invisibil		1	whitaker
invisitat	invisitat		1	whitaker
invit	invit		2	whitaker
invitabul	invitabul		1	whitaker
invitament	invitament		1	whitaker
invitatio	invitation		1	whitaker
invitatori	invitatori		1	whitaker
invituperabil	invituperabil		1	whitaker
invoc	invoc		1	whitaker
invol	invol		1	whitaker
involg	involg		1	whitaker
involucr	involucr		1	whitaker
involuntari	involuntari		1	whitaker
involuntarie	ADV		1	whitaker
involuntas	involuntat		1	whitaker
involv	involv		1	whitaker
invort	invort		1	whitaker
invulg	invulg		1	whitaker
invulnerabil	invulnerabil		1	whitaker
invulnerat	invulnerat		1	whitaker
io	INTERJ		1	whitaker
iodi	iodi		1	whitaker
iogurt	iogurt		1	whitaker
ion	N		2	whitaker
ionic	Ionic		1	whitaker
iota	N		1	whitaker
iotacism	iotacism		1	whitaker
ioth	N		1	whitaker
ips	ips		1	whitaker
ipsim	ipsim		1	whitaker
ipsissim	ipsissim		1	whitaker
ir	ir		2	whitaker
iracund	iracund		1	whitaker
iracunde	iracundius		1	whitaker
iracundi	iracundi		1	whitaker
iracunditer	ADV		1	whitaker
irasc	irasc		1	whitaker
irascibil	irascibil		1	whitaker
irat	irat		1	whitaker
irate	iratius		1	whitaker
irenace	irenace		1	whitaker
irenacenti	irenacenti		1	whitaker
irenarch	irenarch		1	whitaker
irenism	irenism		1	whitaker
irin	irin		2	whitaker
iris	ir		5	whitaker
irne	irne		1	whitaker
irneac	irneac		1	whitaker
irneos	irneos		1	whitaker
ironi	ironi		1	whitaker
ironice	ADV		1	whitaker
irradi	irradi		1	whitaker
irradiatio	irradiation		1	whitaker
irrationabil	irrationabil		1	whitaker
irrationabile	irrationabil		1	whitaker
irrationabiliter	ADV		1	whitaker
irrational	irrational		2	whitaker
irrecogitatio	irrecogitation		2	whitaker
irrecordabil	irrecordabil		1	whitaker
irrecuperabil	irrecuperabil		1	whitaker
irrecusabil	irrecusabil		1	whitaker
irrecusabiliter	ADV		1	whitaker
irreductibil	irreductibil		1	whitaker
irreformabil	irreformabil		1	whitaker
irrefragabil	irrefragabil		1	whitaker
irrefragabiliter	ADV		1	whitaker
irrefrenabil	irrefrenabil		1	whitaker
irregressibil	irregressibil		1	whitaker
irregular	irregular		1	whitaker
irregularitas	irregularitat		1	whitaker
irreligat	irreligat		1	whitaker
irreligios	irreligios		1	whitaker
irreligiose	ADV		1	whitaker
irremeabil	irremeabil		1	whitaker
irremediabil	irremediabil		1	whitaker
irremissibil	irremissibil		1	whitaker
irremunerabil	irremunerabil		1	whitaker
irremunerat	irremunerat		1	whitaker
irrep	irrep		1	whitaker
irreparabil	irreparabil		1	whitaker
irrepert	irrepert		1	whitaker
irreprehens	irreprehens		1	whitaker
irreprehensibil	irreprehensibil		1	whitaker
irreptici	irreptici		1	whitaker
irreptio	irreption		1	whitaker
irrequiet	irrequiet		1	whitaker
irreti	irret		1	whitaker
irreverens	irreverent		1	whitaker
irreverenti	irreverenti		1	whitaker
irrevocabil	irrevocabil		2	whitaker
irrid	irrid		1	whitaker
irridicule	ADV		1	whitaker
irrig	irrig		1	whitaker
irrigu	irrigu		1	whitaker
irrim	irrim		1	whitaker
irrimator	irrimator		1	whitaker
irris	irris		1	whitaker
irrisio	irrision		1	whitaker
irrisor	irrisor		1	whitaker
irrit	irrit		2	whitaker
irritabil	irritabil		1	whitaker
irritamen	irritamin		1	whitaker
irritament	irritament		1	whitaker
irritatio	irritation		1	whitaker
irritator	irritator		1	whitaker
irritatrix	irritatric		1	whitaker
irrog	irrog		1	whitaker
irror	irror		1	whitaker
irrotul	irrotul		1	whitaker
irrotulatio	irrotulation		1	whitaker
irru	irru		3	whitaker
irrugi	irrug		1	whitaker
irrum	irrum		1	whitaker
irrumator	irrumator		1	whitaker
irrump	irrump		1	whitaker
irruptio	irruption		1	whitaker
isai	N		1	whitaker
ischi	ischi		1	whitaker
ischiac	ischiac		1	whitaker
ischiadic	ischiadic		1	whitaker
isici	isici		1	whitaker
islamic	Islamic		1	whitaker
islamism	Islamism		1	whitaker
isochel	isochel		1	whitaker
isochron	isochron		1	whitaker
isochronism	isochronism		1	whitaker
isoscel	isoscel		1	whitaker
isoscell	isoscell		1	whitaker
israel	Israel		1	whitaker
israelit	Israelit		1	whitaker
israelitis	Israelitid		1	whitaker
israhel	Israhel		1	whitaker
israheles	Israhelit		1	whitaker
israhelit	Israhelit		1	whitaker
israhelitis	Israhelitid		1	whitaker
iss	iss		1	whitaker
ist	ist		2	whitaker
istac	ADV		1	whitaker
isthm	isthm		1	whitaker
isti	ADV		1	whitaker
istic	ADV		1	whitaker
istimodi	ADV		1	whitaker
istinc	ADV		1	whitaker
istiusmodi	ADV		1	whitaker
isto	ADV		1	whitaker
istoc	ADV		1	whitaker
istuc	ADV		1	whitaker
it	it		1	whitaker
ita	ADV		1	whitaker
ital	Ital		2	whitaker
itali	Itali		1	whitaker
italic	Italic		3	whitaker
itaque	ADV		2	whitaker
item	ADV		1	whitaker
iter	iter		2	whitaker
iteratio	iteration		1	whitaker
iterum	ADV		1	whitaker
ithyphallic	ithyphallic		1	whitaker
itidem	ADV		1	whitaker
itiner	itiner	route magnum => forced march	2	whitaker
itinerans	itinerant		1	whitaker
ix	ix		1	whitaker
jac	jac		1	whitaker
jacc	jacc		1	whitaker
jaci	jac		1	whitaker
jacob	N		1	whitaker
jact	jact		2	whitaker
jactans	jactant		1	whitaker
jactanter	ADV		1	whitaker
jactanti	jactanti		1	whitaker
jactatio	jactation		1	whitaker
jactio	jaction		1	whitaker
jactit	jactit		1	whitaker
jactur	jactur		1	whitaker
jacul	jacul		3	whitaker
jaculator	jaculator		1	whitaker
jam	ADV	non ~ => no longer; ~ pridem => long ago	1	whitaker
jamdudum	ADV		1	whitaker
jamjam	ADV		1	whitaker
jamjamque	ADV		1	whitaker
jampridem	ADV		1	whitaker
jan	ADJ		2	whitaker
janitor	janitor		1	whitaker
janitrix	janitric		1	whitaker
janthin	janthin		1	whitaker
janu	janu		1	whitaker
januari	Januari		1	whitaker
jasmin	jasmin		1	whitaker
jaspis	jaspid		1	whitaker
jecur	jecinor		2	whitaker
jecuscul	jecuscul		1	whitaker
jejun	jejun		2	whitaker
jejuni	jejuni	caput jejunius => Ash Wednesday	1	whitaker
jejunitas	jejunitat		1	whitaker
jemine	Jemine		1	whitaker
jent	jent		1	whitaker
jentacul	jentacul		1	whitaker
jerusalem	N		1	whitaker
jes	Jes		1	whitaker
jesuit	Jesuit		1	whitaker
jesuitic	Jesuitic		1	whitaker
joannes	Joann		1	whitaker
jobele	jobele		1	whitaker
jobile	jobile		1	whitaker
joc	joc		3	whitaker
jocabund	jocabund		1	whitaker
jocatio	jocation		1	whitaker
jocineros	jocineros		1	whitaker
jocos	jocos		1	whitaker
jocose	jocosius		1	whitaker
jocul	jocul		1	whitaker
jocular	jocular		1	whitaker
jocund	jocund		2	whitaker
jocunde	jocundius		1	whitaker
jocundiatas	jocundiatat		1	whitaker
jocunditas	jocunditat		1	whitaker
jocur	jociner		2	whitaker
jocuscul	jocuscul		1	whitaker
jod	N		1	whitaker
jovis	Jov		1	whitaker
jub	jub		3	whitaker
jubar	jubar		1	whitaker
jubat	jubat		1	whitaker
jubelae	jubelae		1	whitaker
jubil	jubil		3	whitaker
jubilae	jubilae		1	whitaker
jubilari	jubilari		1	whitaker
jubilat	jubilat		1	whitaker
jubilatio	jubilation		1	whitaker
juctim	ADV		1	whitaker
jucund	jucund		2	whitaker
jucunde	jucundius		1	whitaker
jucunditas	jucunditat		1	whitaker
jud	Jud		2	whitaker
juda	N		1	whitaker
judae	Judae		4	whitaker
judaic	Judaic		1	whitaker
judaism	Judaism		1	whitaker
judaiz	Judaiz		1	whitaker
judex	judic		1	whitaker
judic	judic		1	whitaker
judical	judical		1	whitaker
judicatio	judication		1	whitaker
judici	judici		2	whitaker
judiciari	judiciari		1	whitaker
juditi	juditi		2	whitaker
jug	jug		3	whitaker
jugal	jugal		1	whitaker
juger	juger		2	whitaker
jugiter	ADV		1	whitaker
juglans	jugland		1	whitaker
jugos	jugos		1	whitaker
jugul	jugul		3	whitaker
jugulans	juguland		1	whitaker
jul	ADJ		2	whitaker
juli	Juli		3	whitaker
julian	Julian		1	whitaker
julis	jul		1	whitaker
jument	jument		1	whitaker
jun	ADJ		1	whitaker
junc	junc		1	whitaker
junce	junce		1	whitaker
junct	junct		1	whitaker
junctim	ADV		1	whitaker
junctur	junctur		1	whitaker
jung	jung		1	whitaker
juni	ADJ		2	whitaker
junior	junior		1	whitaker
juniper	juniper		1	whitaker
juno	Junon		1	whitaker
jupiter	Jov		1	whitaker
juppiter	Jov		1	whitaker
jur	jur	jus jurandum => oath	1	whitaker
jurament	jurament		1	whitaker
jurand	jurand		1	whitaker
jurat	jurat		1	whitaker
